FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;QRESIDUOS_NO_DOM;QRESIDUOS_MUN;PERIODO
20230614;7920;50111;SIERRA;AYACUCHO;HUAMANGA;SANTIAGO DE PISCHA;1525;721;805;0.42;110.5;47.36;157.86;2018
20230614;7921;50112;SIERRA;AYACUCHO;HUAMANGA;SOCOS;6204;963;5241;0.4;140.61;60.26;200.88;2018
20230614;7922;50113;SIERRA;AYACUCHO;HUAMANGA;TAMBILLO;5560;260;5300;0.38;36;15.43;51.43;2018
20230614;7923;50114;SIERRA;AYACUCHO;HUAMANGA;VINCHOS;14727;580;14147;0.42;88.97;38.13;127.09;2018
20230614;7924;50115;SIERRA;AYACUCHO;HUAMANGA;JESUS NAZARENO;19819;18782;1038;0.51;3496.22;1498.38;4994.6;2018
20230614;7925;50116;SIERRA;AYACUCHO;HUAMANGA;ANDRÉS AVELINO CÁCERES DORREGARAY   ;30334;26698;3636;0.71;6918.69;2965.15;9883.84;2018
20230614;7926;50201;SIERRA;AYACUCHO;CANGALLO;CANGALLO;5898;2350;3548;0.44;377.37;161.73;539.11;2018
20230614;7927;50202;SIERRA;AYACUCHO;CANGALLO;CHUSCHI;8913;3272;5640;0.44;525.53;225.23;750.75;2018
20230614;7928;50203;SIERRA;AYACUCHO;CANGALLO;LOS MOROCHUCOS;8108;2869;5239;0.33;345.57;148.1;493.67;2018
20230614;7929;50204;SIERRA;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;2096;443;1653;0.42;67.93;29.11;97.04;2018
20230614;7930;50205;SIERRA;AYACUCHO;CANGALLO;PARAS;4323;1433;2890;0.42;219.65;94.14;313.79;2018
20230614;7931;50206;SIERRA;AYACUCHO;CANGALLO;TOTOS;3084;1434;1650;0.42;219.78;94.19;313.97;2018
20230614;7932;50301;SIERRA;AYACUCHO;HUANCA SANCOS;SANCOS;3190;3001;189;0.35;383.33;164.28;547.61;2018
20230614;7933;50302;SIERRA;AYACUCHO;HUANCA SANCOS;CARAPO;1846;1598;248;0.39;227.48;97.49;324.98;2018
20230614;7934;50303;SIERRA;AYACUCHO;HUANCA SANCOS;SACSAMARCA;1348;789;560;0.42;120.89;51.81;172.7;2018
20230614;7935;50304;SIERRA;AYACUCHO;HUANCA SANCOS;SANTIAGO DE LUCANAMARCA;2123;1053;1070;0.36;139.55;59.81;199.36;2018
20230614;7936;50401;SIERRA;AYACUCHO;HUANTA;HUANTA    ;42087;35597;6490;0.59;7612.62;3262.55;10875.17;2018
20230614;7937;50402;SIERRA;AYACUCHO;HUANTA;AYAHUANCO   ;1121;446;676;0.42;68.31;29.28;97.59;2018
20230614;7938;50403;SIERRA;AYACUCHO;HUANTA;HUAMANGUILLA;4299;1908;2391;0.42;292.45;125.34;417.79;2018
20230614;7939;50404;SIERRA;AYACUCHO;HUANTA;IGUAIN;2834;790;2044;0.42;121.05;51.88;172.93;2018
20230614;7940;50405;SIERRA;AYACUCHO;HUANTA;LURICOCHA;6049;2221;3828;0.42;340.46;145.91;486.37;2018
20230614;7941;50406;SIERRA;AYACUCHO;HUANTA;SANTILLANA;3989;1359;2630;0.42;208.26;89.26;297.52;2018
20230614;7942;50407;SIERRA;AYACUCHO;HUANTA;SIVIA   ;11761;4430;7332;0.42;679.11;291.05;970.15;2018
20230614;7943;50408;SIERRA;AYACUCHO;HUANTA;LLOCHEGUA   ;11150;5276;5874;0.47;905.09;387.9;1292.98;2018
20230614;7944;50409;SIERRA;AYACUCHO;HUANTA;CANAYRE  ;4079;2131;1949;0.42;326.63;139.98;466.61;2018
20230614;7945;50410;SIERRA;AYACUCHO;HUANTA;UCHURACCAY   ;3768;467;3301;0.5;85.19;36.51;121.7;2018
20230614;7946;50411;SIERRA;AYACUCHO;HUANTA;PUCACOLPA  ;2510;516;1994;0.42;79.12;33.91;113.03;2018
20230614;7947;50412;SIERRA;AYACUCHO;HUANTA;CHACA   ;2226;978;1248;0.42;150;64.28;214.28;2018
20230614;7948;50501;SIERRA;AYACUCHO;LA MAR;SAN MIGUEL;11196;4839;6357;0.39;680.07;291.46;971.52;2018
20230614;7949;50502;SIERRA;AYACUCHO;LA MAR;ANCO;8288;2433;5856;0.47;417.34;178.86;596.2;2018
20230614;7950;50503;SIERRA;AYACUCHO;LA MAR;AYNA;9957;7256;2701;0.59;1562.58;669.68;2232.26;2018
20230614;7951;50504;SIERRA;AYACUCHO;LA MAR;CHILCAS;1657;232;1426;0.42;35.5;15.21;50.71;2018
20230614;7952;50505;SIERRA;AYACUCHO;LA MAR;CHUNGUI  ;4499;621;3878;0.42;95.19;40.79;135.98;2018
20230614;7953;50506;SIERRA;AYACUCHO;LA MAR;LUIS CARRANZA;1339;179;1160;0.42;27.42;11.75;39.17;2018
20230614;7954;50507;SIERRA;AYACUCHO;LA MAR;SANTA ROSA;12420;8971;3449;0.42;1375.24;589.39;1964.63;2018
20230614;7955;50508;SIERRA;AYACUCHO;LA MAR;TAMBO;10078;6268;3810;0.42;960.92;411.82;1372.75;2018
20230614;7956;50509;SIERRA;AYACUCHO;LA MAR;SAMUGARI;10600;5938;4661;0.6;1300.5;557.36;1857.85;2018
20230614;7957;50510;SIERRA;AYACUCHO;LA MAR;ANCHIHUAY  ;4411;1051;3360;0.72;276.13;118.34;394.47;2018
20230614;7958;50511;SIERRA;AYACUCHO;LA MAR;ORONCOY  ;1081;181;901;0.42;27.74;11.89;39.64;2018
20230614;7959;50601;SIERRA;AYACUCHO;LUCANAS;PUQUIO;14403;13515;887;0.4;1973.26;845.68;2818.95;2018
20230614;7960;50602;SIERRA;AYACUCHO;LUCANAS;AUCARA;2830;2080;750;0.3;227.71;97.59;325.3;2018
20230614;7961;50603;SIERRA;AYACUCHO;LUCANAS;CABANA;2095;2050;45;0.35;261.9;112.24;374.14;2018
20230614;7962;50604;SIERRA;AYACUCHO;LUCANAS;CARMEN SALCEDO;1674;1591;82;0.36;209.11;89.62;298.72;2018
20230614;7963;50605;SIERRA;AYACUCHO;LUCANAS;CHAVIÑA;2283;1436;847;0.42;220.08;94.32;314.39;2018
20230614;7964;50606;SIERRA;AYACUCHO;LUCANAS;CHIPAO;2583;1582;1002;0.38;219.37;94.02;313.39;2018
20230614;7965;50607;SIERRA;AYACUCHO;LUCANAS;HUAC-HUAS;1646;553;1092;0.42;84.82;36.35;121.18;2018
20230614;7966;50608;SIERRA;AYACUCHO;LUCANAS;LARAMATE;1693;830;863;0.42;127.19;54.51;181.7;2018
20230614;7967;50609;SIERRA;AYACUCHO;LUCANAS;LEONCIO PRADO;1140;513;626;0.42;78.71;33.73;112.45;2018
20230614;7968;50610;SIERRA;AYACUCHO;LUCANAS;LLAUTA;920;472;449;0.42;72.32;31;103.32;2018
20230614;7969;50611;SIERRA;AYACUCHO;LUCANAS;LUCANAS;2803;1630;1173;0.42;249.91;107.1;357.01;2018
20230614;7970;50612;SIERRA;AYACUCHO;LUCANAS;OCAÑA;2356;960;1396;0.42;147.11;63.05;210.16;2018
20230614;7971;50613;SIERRA;AYACUCHO;LUCANAS;OTOCA;1950;523;1427;0.42;80.15;34.35;114.5;2018
20230614;7972;50614;SIERRA;AYACUCHO;LUCANAS;SAISA;843;466;377;0.42;71.49;30.64;102.13;2018
20230614;7973;50615;SIERRA;AYACUCHO;LUCANAS;SAN CRISTOBAL;1829;1185;644;0.42;181.7;77.87;259.57;2018
20230614;7974;50616;SIERRA;AYACUCHO;LUCANAS;SAN JUAN;998;832;166;0.42;127.54;54.66;182.2;2018
20230614;7975;50617;SIERRA;AYACUCHO;LUCANAS;SAN PEDRO;2719;1424;1295;0.42;218.35;93.58;311.93;2018
20230614;7976;50618;SIERRA;AYACUCHO;LUCANAS;SAN PEDRO DE PALCO;952;400;552;0.42;61.27;26.26;87.53;2018
20230614;7977;50619;SIERRA;AYACUCHO;LUCANAS;SANCOS;4902;2426;2476;0.42;371.93;159.4;531.32;2018
20230614;7978;50620;SIERRA;AYACUCHO;LUCANAS;SANTA ANA DE HUAYCAHUACHO;831;823;9;0.42;126.11;54.05;180.16;2018
20230614;7979;50621;SIERRA;AYACUCHO;LUCANAS;SANTA LUCIA;1398;1047;351;0.42;160.5;68.78;229.28;2018
20230614;7980;50701;SIERRA;AYACUCHO;PARINACOCHAS;CORACORA;13674;11113;2561;0.47;1906.39;817.02;2723.41;2018
20230614;7981;50702;SIERRA;AYACUCHO;PARINACOCHAS;CHUMPI;2263;1687;576;0.42;258.63;110.84;369.47;2018
20230614;7982;50703;SIERRA;AYACUCHO;PARINACOCHAS;CORONEL CASTAÑEDA;1812;481;1331;0.42;73.73;31.6;105.33;2018
20230614;7983;50704;SIERRA;AYACUCHO;PARINACOCHAS;PACAPAUSA;610;303;306;0.42;46.52;19.94;66.46;2018
20230614;7984;50705;SIERRA;AYACUCHO;PARINACOCHAS;PULLO;6762;5727;1035;0.42;877.98;376.28;1254.26;2018
20230614;7985;50706;SIERRA;AYACUCHO;PARINACOCHAS;PUYUSCA;2144;1154;991;0.42;176.88;75.81;252.69;2018
20230614;7986;50707;SIERRA;AYACUCHO;PARINACOCHAS;SAN FRANCISCO DE RAVACAYCO;533;229;304;0.42;35.12;15.05;50.17;2018
20230614;7987;50708;SIERRA;AYACUCHO;PARINACOCHAS;UPAHUACHO;1165;170;994;0.42;26.13;11.2;37.32;2018
20230614;7988;50801;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;PAUSA;3323;2770;553;0.23;232.55;99.66;332.21;2018
20230614;7989;50802;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;COLTA;470;307;163;0.42;47.07;20.17;67.24;2018
20230614;7990;50803;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;CORCULLA;457;303;154;0.42;46.48;19.92;66.41;2018
20230614;7991;50804;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;LAMPA;2030;1635;395;0.42;250.61;107.4;358.01;2018
20230614;7992;50805;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;MARCABAMBA;636;529;107;0.42;81.04;34.73;115.78;2018
20230614;7993;50806;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;OYOLO;1556;646;910;0.42;99.06;42.46;141.52;2018
20230614;7994;50807;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;PARARCA;418;249;168;0.42;38.23;16.38;54.62;2018
20230614;7995;50808;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;SAN JAVIER DE ALPABAMBA;295;97;198;0.42;14.92;6.39;21.31;2018
20230614;7996;50809;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;SAN JOSE DE USHUA;237;155;81;0.42;23.81;10.2;34.01;2018
20230614;7997;50810;SIERRA;AYACUCHO;PAUCAR DEL SARA SARA;SARA SARA;513;464;49;0.42;71.07;30.46;101.53;2018
20230614;7998;50901;SIERRA;AYACUCHO;SUCRE;QUEROBAMBA;2596;2274;322;0.42;348.56;149.38;497.95;2018
20230614;7999;50902;SIERRA;AYACUCHO;SUCRE;BELEN;324;268;57;0.42;41.01;17.58;58.59;2018
20230614;8000;50903;SIERRA;AYACUCHO;SUCRE;CHALCOS;485;233;253;0.42;35.66;15.28;50.95;2018
20230614;8001;50904;SIERRA;AYACUCHO;SUCRE;CHILCAYOC;499;284;215;0.42;43.48;18.63;62.11;2018
20230614;8002;50905;SIERRA;AYACUCHO;SUCRE;HUACAÑA;369;275;94;0.42;42.08;18.04;60.12;2018
20230614;8003;50906;SIERRA;AYACUCHO;SUCRE;MORCOLLA;1277;934;342;0.42;143.2;61.37;204.57;2018
20230614;8004;50907;SIERRA;AYACUCHO;SUCRE;PAICO;551;495;57;0.42;75.85;32.51;108.36;2018
20230614;8005;50908;SIERRA;AYACUCHO;SUCRE;SAN PEDRO DE LARCAY;827;444;383;0.42;68.11;29.19;97.3;2018
20230614;8006;50909;SIERRA;AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;998;250;748;0.42;38.27;16.4;54.67;2018
20230614;8007;50910;SIERRA;AYACUCHO;SUCRE;SANTIAGO DE PAUCARAY;598;503;94;0.42;77.17;33.07;110.24;2018
20230614;8008;50911;SIERRA;AYACUCHO;SUCRE;SORAS;1036;918;118;0.42;140.73;60.31;201.04;2018
20230614;8009;51001;SIERRA;AYACUCHO;VICTOR FAJARDO;HUANCAPI;1925;1773;152;0.32;207.13;88.77;295.91;2018
20230614;8010;51002;SIERRA;AYACUCHO;VICTOR FAJARDO;ALCAMENCA;1499;1271;228;0.33;153.13;65.63;218.76;2018
20230614;8011;51003;SIERRA;AYACUCHO;VICTOR FAJARDO;APONGO;616;450;166;0.42;68.91;29.53;98.44;2018
20230614;8012;51004;SIERRA;AYACUCHO;VICTOR FAJARDO;ASQUIPATA;479;157;322;0.42;24.13;10.34;34.48;2018
20230614;8013;51005;SIERRA;AYACUCHO;VICTOR FAJARDO;CANARIA;3986;3312;674;0.35;417.07;178.74;595.81;2018
20230614;8014;51006;SIERRA;AYACUCHO;VICTOR FAJARDO;CAYARA;1155;830;324;0.4;121.24;51.96;173.2;2018
20230614;8015;51007;SIERRA;AYACUCHO;VICTOR FAJARDO;COLCA;1036;618;418;0.42;94.79;40.62;135.42;2018
20230614;8016;51008;SIERRA;AYACUCHO;VICTOR FAJARDO;HUAMANQUIQUIA;1118;504;614;0.42;77.27;33.12;110.39;2018
20230614;8017;51009;SIERRA;AYACUCHO;VICTOR FAJARDO;HUANCARAYLLA;1291;1275;16;0.36;167.49;71.78;239.28;2018
20230614;8018;51010;SIERRA;AYACUCHO;VICTOR FAJARDO;HUAYA;2095;1868;226;0.42;286.42;122.75;409.18;2018
20230614;8019;51011;SIERRA;AYACUCHO;VICTOR FAJARDO;SARHUA;2647;2246;401;0.34;278.71;119.45;398.16;2018
20230614;8020;51012;SIERRA;AYACUCHO;VICTOR FAJARDO;VILCANCHOS;2443;788;1656;0.42;120.75;51.75;172.51;2018
20230614;8021;51101;SIERRA;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;6660;2603;4057;0.42;399.1;171.04;570.14;2018
20230614;8022;51102;SIERRA;AYACUCHO;VILCAS HUAMAN;ACCOMARCA;896;702;194;0.42;107.61;46.12;153.73;2018
20230614;8023;51103;SIERRA;AYACUCHO;VILCAS HUAMAN;CARHUANCA;841;516;325;0.42;79.05;33.88;112.93;2018
20230614;8024;51104;SIERRA;AYACUCHO;VILCAS HUAMAN;CONCEPCION;1671;264;1407;0.42;40.47;17.35;57.82;2018
20230614;8025;51105;SIERRA;AYACUCHO;VILCAS HUAMAN;HUAMBALPA;1360;593;767;0.42;90.91;38.96;129.88;2018
20230614;8026;51106;SIERRA;AYACUCHO;VILCAS HUAMAN;INDEPENDENCIA;1158;439;719;0.42;67.29;28.84;96.13;2018
20230614;8027;51107;SIERRA;AYACUCHO;VILCAS HUAMAN;SAURAMA;1078;243;835;0.42;37.22;15.95;53.17;2018
20230614;8028;51108;SIERRA;AYACUCHO;VILCAS HUAMAN;VISCHONGO;3939;1743;2196;0.42;267.14;114.49;381.63;2018
20230614;8029;60101;SIERRA;CAJAMARCA;CAJAMARCA;CAJAMARCA;234917;194985;39932;0.55;39143.26;16775.68;55918.95;2018
20230614;8030;60102;SIERRA;CAJAMARCA;CAJAMARCA;ASUNCION;8173;1172;7001;0.42;179.62;76.98;256.6;2018
20230614;8031;60103;SIERRA;CAJAMARCA;CAJAMARCA;CHETILLA;3847;330;3518;0.42;50.52;21.65;72.17;2018
20230614;8032;60104;SIERRA;CAJAMARCA;CAJAMARCA;COSPAN;7173;759;6414;0.42;116.3;49.84;166.14;2018
20230614;8033;60105;SIERRA;CAJAMARCA;CAJAMARCA;ENCAÑADA;20237;1446;18791;0.42;221.66;95;316.66;2018
20230614;8034;60106;SIERRA;CAJAMARCA;CAJAMARCA;JESUS;16182;3277;12905;0.41;492.74;211.18;703.92;2018
20230614;8035;60107;SIERRA;CAJAMARCA;CAJAMARCA;LLACANORA;6345;769;5576;0.42;117.84;50.5;168.35;2018
20230614;8036;60108;SIERRA;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;50022;21251;28771;0.35;2714.83;1163.5;3878.33;2018
20230614;8037;60109;SIERRA;CAJAMARCA;CAJAMARCA;MAGDALENA;8773;3034;5739;0.42;465.07;199.32;664.39;2018
20230614;8038;60110;SIERRA;CAJAMARCA;CAJAMARCA;MATARA;3753;818;2935;0.42;125.41;53.75;179.15;2018
20230614;8039;60111;SIERRA;CAJAMARCA;CAJAMARCA;NAMORA;10101;1809;8292;2;1320.55;565.95;1886.5;2018
20230614;8040;60112;SIERRA;CAJAMARCA;CAJAMARCA;SAN JUAN;4521;1022;3499;0.42;156.6;67.12;223.72;2018
20230614;8041;60201;SIERRA;CAJAMARCA;CAJABAMBA;CAJABAMBA;32990;19076;13914;0.32;2228.07;954.89;3182.96;2018
20230614;8042;60202;SIERRA;CAJAMARCA;CAJABAMBA;CACHACHI;25072;962;24109;0.42;147.53;63.23;210.75;2018
20230614;8043;60203;SIERRA;CAJAMARCA;CAJABAMBA;CONDEBAMBA;14845;1266;13579;0.4;185.73;79.6;265.32;2018
20230614;8044;60204;SIERRA;CAJAMARCA;CAJABAMBA;SITACOCHA;8026;2495;5531;0.42;382.47;163.92;546.39;2018
20230614;8045;60301;SIERRA;CAJAMARCA;CELENDIN;CELENDIN;28233;20244;7990;0.31;2290.6;981.68;3272.28;2018
20230614;8046;60302;SIERRA;CAJAMARCA;CELENDIN;CHUMUCH;2715;196;2519;0.42;30.07;12.89;42.96;2018
20230614;8047;60303;SIERRA;CAJAMARCA;CELENDIN;CORTEGANA;7352;507;6846;0.42;77.65;33.28;110.93;2018
20230614;8048;60304;SIERRA;CAJAMARCA;CELENDIN;HUASMIN;11044;1275;9769;0.42;195.47;83.77;279.25;2018
20230614;8049;60305;SIERRA;CAJAMARCA;CELENDIN;JORGE CHAVEZ;462;198;265;0.42;30.29;12.98;43.27;2018
20230614;8050;60306;SIERRA;CAJAMARCA;CELENDIN;JOSE GALVEZ;2734;404;2330;0.42;61.97;26.56;88.52;2018
20230614;8051;60307;SIERRA;CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;3988;368;3620;0.42;56.38;24.16;80.55;2018
20230614;8052;60308;SIERRA;CAJAMARCA;CELENDIN;OXAMARCA;5830;622;5208;0.42;95.41;40.89;136.3;2018
20230614;8053;60309;SIERRA;CAJAMARCA;CELENDIN;SOROCHUCO;7692;701;6991;0.42;107.47;46.06;153.53;2018
20230614;8054;60310;SIERRA;CAJAMARCA;CELENDIN;SUCRE;5444;1123;4321;0.42;172.13;73.77;245.89;2018
20230614;8055;60311;SIERRA;CAJAMARCA;CELENDIN;UTCO;1094;63;1031;0.42;9.61;4.12;13.73;2018
20230614;8056;60312;SIERRA;CAJAMARCA;CELENDIN;LA LIBERTAD DE PALLAN;6897;977;5920;0.42;149.79;64.19;213.98;2018
20230614;8057;60401;SIERRA;CAJAMARCA;CHOTA;CHOTA;50033;22963;27071;0.36;2975.41;1275.18;4250.58;2018
20230614;8058;60402;SIERRA;CAJAMARCA;CHOTA;ANGUIA;3294;399;2895;0.42;61.12;26.2;87.32;2018
20230614;8059;60403;SIERRA;CAJAMARCA;CHOTA;CHADIN;3646;736;2910;0.42;112.9;48.39;161.29;2018
20230614;8060;60404;SIERRA;CAJAMARCA;CHOTA;CHIGUIRIP;3704;322;3382;0.42;49.35;21.15;70.5;2018
20230614;8061;60405;SIERRA;CAJAMARCA;CHOTA;CHIMBAN;2286;551;1735;0.42;84.5;36.21;120.71;2018
20230614;8062;60406;SIERRA;CAJAMARCA;CHOTA;CHOROPAMPA;2384;320;2064;0.42;49.02;21.01;70.03;2018
20230614;8063;60407;SIERRA;CAJAMARCA;CHOTA;COCHABAMBA;5865;1456;4409;0.42;223.26;95.68;318.94;2018
20230614;8064;60408;SIERRA;CAJAMARCA;CHOTA;CONCHAN;5938;513;5425;0.42;78.63;33.7;112.32;2018
20230614;8065;60409;SIERRA;CAJAMARCA;CHOTA;HUAMBOS;8597;1475;7123;0.42;226.05;96.88;322.93;2018
20230614;8066;60410;SIERRA;CAJAMARCA;CHOTA;LAJAS;11596;2139;9457;0.42;327.98;140.56;468.54;2018
20230614;8067;60411;SIERRA;CAJAMARCA;CHOTA;LLAMA;7387;3082;4304;0.42;472.51;202.5;675.02;2018
20230614;8068;60412;SIERRA;CAJAMARCA;CHOTA;MIRACOSTA;3309;202;3107;0.42;31.01;13.29;44.3;2018
20230614;8069;60413;SIERRA;CAJAMARCA;CHOTA;PACCHA;4636;1202;3434;0.42;184.26;78.97;263.23;2018
20230614;8070;60414;SIERRA;CAJAMARCA;CHOTA;PION;1245;623;622;0.42;95.53;40.94;136.47;2018
20230614;8071;60415;SIERRA;CAJAMARCA;CHOTA;QUEROCOTO;8770;1462;7308;0.42;224.17;96.07;320.24;2018
20230614;8072;60416;SIERRA;CAJAMARCA;CHOTA;SAN JUAN DE LICUPIS;980;173;807;0.42;26.52;11.36;37.88;2018
20230614;8073;60417;SIERRA;CAJAMARCA;CHOTA;TACABAMBA;16747;3058;13689;0.42;468.83;200.93;669.75;2018
20230614;8074;60418;COSTA;CAJAMARCA;CHOTA;TOCMOCHE;883;215;668;0.46;36.08;15.46;51.55;2018
20230614;8075;60419;SIERRA;CAJAMARCA;CHOTA;CHALAMARCA;9670;998;8672;0.42;153.05;65.59;218.65;2018
20230614;8076;60501;SIERRA;CAJAMARCA;CONTUMAZA;CONTUMAZA;8037;3362;4675;0.68;834.42;357.61;1192.03;2018
20230614;8077;60502;SIERRA;CAJAMARCA;CONTUMAZA;CHILETE;2765;2106;659;0.43;330.53;141.65;472.18;2018
20230614;8078;60503;SIERRA;CAJAMARCA;CONTUMAZA;CUPISNIQUE;1403;192;1211;0.42;29.4;12.6;41.99;2018
20230614;8079;60504;SIERRA;CAJAMARCA;CONTUMAZA;GUZMANGO;2822;254;2568;0.42;38.94;16.69;55.63;2018
20230614;8080;60505;SIERRA;CAJAMARCA;CONTUMAZA;SAN BENITO;3553;534;3019;0.42;81.92;35.11;117.03;2018
20230614;8081;60506;SIERRA;CAJAMARCA;CONTUMAZA;SANTA CRUZ DE TOLED;1044;157;886;0.42;24.14;10.35;34.49;2018
20230614;8082;60507;SIERRA;CAJAMARCA;CONTUMAZA;TANTARICA;2602;1660;942;0.42;254.5;109.07;363.57;2018
20230614;8083;60508;COSTA;CAJAMARCA;CONTUMAZA;YONAN;6992;4537;2455;0.36;596.12;255.48;851.6;2018
20230614;8084;60601;SIERRA;CAJAMARCA;CUTERVO;CUTERVO;50894;20661;30233;0.74;5580.59;2391.68;7972.28;2018
20230614;8085;60602;SIERRA;CAJAMARCA;CUTERVO;CALLAYUC;9604;587;9017;0.42;90.04;38.59;128.63;2018
20230614;8086;60603;SIERRA;CAJAMARCA;CUTERVO;CHOROS;3278;359;2918;0.42;55.04;23.59;78.63;2018
20230614;8087;60604;SIERRA;CAJAMARCA;CUTERVO;CUJILLO;2578;380;2198;0.42;58.18;24.94;83.12;2018
20230614;8088;60605;SIERRA;CAJAMARCA;CUTERVO;LA RAMADA;4012;604;3407;0.42;92.66;39.71;132.37;2018
20230614;8089;60606;SIERRA;CAJAMARCA;CUTERVO;PIMPINGOS;5180;582;4598;0.42;89.15;38.21;127.36;2018
20230614;8090;60607;SIERRA;CAJAMARCA;CUTERVO;QUEROCOTILLO;13607;1578;12029;0.42;241.87;103.66;345.52;2018
20230614;8091;60608;SIERRA;CAJAMARCA;CUTERVO;SAN ANDRES DE CUTERVO;4342;1107;3234;0.42;169.76;72.75;242.51;2018
20230614;8092;60609;SIERRA;CAJAMARCA;CUTERVO;SAN JUAN DE CUTERVO;1867;492;1375;0.42;75.46;32.34;107.8;2018
20230614;8093;60610;SIERRA;CAJAMARCA;CUTERVO;SAN LUIS DE LUCMA;3068;472;2596;0.42;72.32;30.99;103.31;2018
20230614;8094;60611;SIERRA;CAJAMARCA;CUTERVO;SANTA CRUZ;2702;366;2336;0.42;56.16;24.07;80.23;2018
20230614;8095;60612;SIERRA;CAJAMARCA;CUTERVO;SANTO DOMINGO DE LA CAPILLA;5008;824;4184;0.42;126.28;54.12;180.4;2018
20230614;8096;60613;SIERRA;CAJAMARCA;CUTERVO;SANTO TOMAS;7591;1809;5782;0.42;277.38;118.88;396.25;2018
20230614;8097;60614;SIERRA;CAJAMARCA;CUTERVO;SOCOTA;9235;2718;6517;0.42;416.6;178.54;595.15;2018
20230614;8098;60615;SIERRA;CAJAMARCA;CUTERVO;TORIBIO CASANOVA;1129;347;782;0.42;53.24;22.82;76.05;2018
20230614;8099;60701;SIERRA;CAJAMARCA;HUALGAYOC;BAMBAMARCA;64492;18060;46433;0.33;2155.53;923.8;3079.33;2018
20230614;8100;60702;SIERRA;CAJAMARCA;HUALGAYOC;CHUGUR;2991;326;2665;0.42;49.98;21.42;71.4;2018
20230614;8101;60703;SIERRA;CAJAMARCA;HUALGAYOC;HUALGAYOC;16085;3161;12925;0.42;484.51;207.65;692.16;2018
20230614;8102;60801;SIERRA;CAJAMARCA;JAEN;JAEN;102060;87596;14463;0.63;20142.74;8632.6;28775.35;2018
20230614;8103;60802;SIERRA;CAJAMARCA;JAEN;BELLAVISTA;16058;7812;8246;0.42;1197.59;513.25;1710.84;2018
20230614;8104;60803;SELVA;CAJAMARCA;JAEN;CHONTALI;10226;1843;8383;0.55;367.95;157.69;525.64;2018
20230614;8105;60804;SELVA;CAJAMARCA;JAEN;COLASAY;10539;1977;8562;0.55;394.69;169.15;563.84;2018
20230614;8106;60805;SELVA;CAJAMARCA;JAEN;HUABAL;8707;1062;7646;0.55;211.99;90.85;302.84;2018
20230614;8107;60806;SIERRA;CAJAMARCA;JAEN;LAS PIRIAS;4546;820;3726;0.42;125.71;53.88;179.58;2018
20230614;8108;60807;SIERRA;CAJAMARCA;JAEN;POMAHUACA;9068;1827;7241;0.42;280.04;120.02;400.06;2018
20230614;8109;60808;SIERRA;CAJAMARCA;JAEN;PUCARA;6799;4223;2576;0.68;1048.15;449.21;1497.36;2018
20230614;8110;60809;SIERRA;CAJAMARCA;JAEN;SALLIQUE;7452;956;6496;0.5;175.93;75.4;251.32;2018
20230614;8111;60810;SIERRA;CAJAMARCA;JAEN;SAN FELIPE;4787;516;4271;0.42;79.14;33.92;113.05;2018
20230614;8112;60811;SELVA;CAJAMARCA;JAEN;SAN JOSE DEL ALTO;7798;601;7197;0.55;120.07;51.46;171.53;2018
20230614;8113;60812;SIERRA;CAJAMARCA;JAEN;SANTA ROSA;10440;2807;7633;0.42;430.26;184.4;614.65;2018
20230614;8114;60901;SIERRA;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;38589;13799;24789;0.51;2568.71;1100.88;3669.59;2018
20230614;8115;60902;SIERRA;CAJAMARCA;SAN IGNACIO;CHIRINOS;15434;2807;12627;0.42;430.29;184.41;614.7;2018
20230614;8116;60903;SELVA;CAJAMARCA;SAN IGNACIO;HUARANGO;18610;4658;13952;0.5;856.84;367.22;1224.06;2018
20230614;8117;60904;SELVA;CAJAMARCA;SAN IGNACIO;LA COIPA;20627;2367;18260;0.55;472.55;202.52;675.07;2018
20230614;8118;60905;SELVA;CAJAMARCA;SAN IGNACIO;NAMBALLE;9848;1222;8626;0.55;243.93;104.54;348.48;2018
20230614;8119;60906;SELVA;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;19404;2909;16495;0.55;580.78;248.91;829.69;2018
20230614;8120;60907;SELVA;CAJAMARCA;SAN IGNACIO;TABACONAS;19408;636;18773;0.55;126.89;54.38;181.27;2018
